person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
-0.9535382368249096,-1.1100691798294118,1.5252644776757598,-0.10408960648923377,-0.8922841294316539,0.9048215190213851,4.024953432115115,0.8529194534168617,1.6830388047503235,4.016394143189803,-0.7391085358746027,-1.41981407913996,-1.0160397313174188,1
-1.1189630855346453,-1.1100691798294118,0.8491920458582486,-0.8460046673443743,-0.8922841294316539,0.21060873248448386,-1.3592093328323431,-0.8829041997817445,0.04478156761228583,-0.6848293993115114,-0.9968631652782398,-2.549974795984019,0.9842134802183166,0
-0.45726369069570244,-1.1100691798294118,0.8491920458582486,-0.8440648900927837,-0.3975174998410627,-1.1778168405893186,-0.6465995551187089,0.27431156901732634,0.6255571865157291,3.443074198982326,-0.7391085358746027,0.0474121146575904,-1.0160397313174188,1
-0.7881133881151738,-1.1100691798294118,-0.5029528177767739,-0.007038571561898738,-0.8922841294316539,0.9048215190213851,4.024953432115115,0.27431156901732634,1.4178291290660923,3.443074198982326,-0.9968631652782398,0.8405073545481582,-1.0160397313174188,1
-0.6226885394054381,0.9008447564985756,1.5252644776757598,-0.1763711780501048,-0.7273619195681236,0.9048215190213851,4.024953432115115,0.27431156901732634,1.0955490168422155,4.475050098555785,-0.48135390647096554,-0.9241295542083551,-1.0160397313174188,1
-1.1189630855346453,-1.1100691798294118,0.8491920458582486,-0.8376860072077456,-0.8922841294316539,0.21060873248448386,-1.1216727402611317,1.431527337816397,-1.2980522333205324,0.5764744779449389,-0.9968631652782398,-1.9948081280606216,-1.0160397313174188,1
-0.2918388419859667,-1.1100691798294118,-0.5029528177767739,0.16353748188245512,-0.7273619195681236,0.9048215190213851,4.024953432115115,-0.8829041997817445,0.47448838391078735,2.6404262770918576,-0.7391085358746027,1.3560192604770271,-1.0160397313174188,1
-0.6226885394054381,-1.1100691798294118,0.8491920458582486,0.18938874410076767,-0.06767308011400192,0.9048215190213851,4.024953432115115,0.27431156901732634,0.03471031410528931,2.6404262770918576,-0.48135390647096554,-0.9439569352056193,-1.0160397313174188,1
-0.6226885394054381,-1.1100691798294118,-1.1790252495942852,0.25322731082939526,-0.3975174998410627,0.9048215190213851,4.024953432115115,0.8529194534168617,-0.7072053609100923,2.411098299408866,-0.9968631652782398,-1.7568795560934511,-1.0160397313174188,1
-1.1189630855346453,-1.1100691798294118,0.8491920458582486,-0.8403221147547789,-0.8922841294316539,0.21060873248448386,-1.2641946958038586,1.431527337816397,1.253331988451822,-0.11150945510403396,-0.7391085358746027,0.14654901964391137,-1.0160397313174188,1
-0.9535382368249096,-1.1100691798294118,0.8491920458582486,0.28183902529035587,-0.8922841294316539,0.9048215190213851,4.024953432115115,1.431527337816397,-0.2137139390672821,2.2964343105673715,-0.48135390647096554,-0.2301712193041083,-1.0160397313174188,1
-1.1189630855346453,-1.1100691798294118,-1.1790252495942852,-0.8356716231387862,-0.8922841294316539,0.21060873248448386,-0.8049572834995165,-0.3042963153822091,-0.7978466424730574,2.2964343105673715,-0.9968631652782398,0.3646502106138175,-1.0160397313174188,1
-0.7881133881151738,0.9008447564985756,-0.5029528177767739,0.429498351332906,-0.3975174998410627,0.9048215190213851,4.024953432115115,1.431527337816397,-1.0429138111432967,1.837778355201389,-0.9968631652782398,-1.1818855071727896,-1.0160397313174188,1
-0.2918388419859667,0.9008447564985756,1.5252644776757598,0.6266219972910152,-0.8922841294316539,0.9048215190213851,4.024953432115115,-0.8829041997817445,2.478667831803018,1.493786388676903,-0.48135390647096554,1.4948109274578765,-1.0160397313174188,1
-0.7881133881151738,-1.1100691798294118,-1.1790252495942852,0.7296415776078595,-0.8922841294316539,0.9048215190213851,4.024953432115115,-0.8829041997817445,-1.0429138111432967,1.2644584109939117,-0.48135390647096554,-0.9836116972001477,-1.0160397313174188,0
-0.7881133881151738,-1.1100691798294118,1.5252644776757598,6.473036026767572,-0.06767308011400192,-1.1778168405893186,3.233164790211077,-1.4615120841812799,-0.11971557300198445,-1.0288213658359977,-0.7391085358746027,0.7413704495618372,0.9842134802183166,0
-0.7881133881151738,0.9008447564985756,-0.5029528177767739,0.8035644991508457,-0.8922841294316539,0.9048215190213851,4.024953432115115,-0.8829041997817445,-1.0429138111432967,1.1497944221524161,-0.48135390647096554,0.6025787825809878,-1.0160397313174188,0
-0.7881133881151738,-1.1100691798294118,0.8491920458582486,0.3860896180937866,-0.8922841294316539,0.9048215190213851,4.024953432115115,0.27431156901732634,3.0191584366784774,1.9524423440428846,-0.48135390647096554,1.2172275934961778,-1.0160397313174188,1
-0.7881133881151738,0.9008447564985756,-0.5029528177767739,0.700171884747157,-0.8922841294316539,0.9048215190213851,4.024953432115115,-1.4615120841812799,2.4316686487703696,1.3791223998354074,-0.48135390647096554,1.5146383084551407,-1.0160397313174188,1
-0.6226885394054381,-1.1100691798294118,1.5252644776757598,-0.821123293751857,-0.7273619195681236,-1.1778168405893186,-1.2404410365467373,-0.8829041997817445,-0.005574699922694968,-0.22617344394552955,-0.9968631652782398,0.9198168785372149,-1.0160397313174188,1
-0.45726369069570244,0.9008447564985756,-0.5029528177767739,1.434924691134886,-0.8922841294316539,0.9048215190213851,4.024953432115115,1.431527337816397,-1.1805542757389107,0.4618104891034433,-0.48135390647096554,1.0189537835235358,0.9842134802183166,0
-0.45726369069570244,0.9008447564985756,0.8491920458582486,1.0628107550380985,-0.23259528997753232,0.9048215190213851,3.9932818864389534,0.8529194534168617,1.9348201424252267,0.8058024556279297,-0.9968631652782398,0.5827514015837236,-1.0160397313174188,0
-0.9535382368249096,-1.1100691798294118,1.5252644776757598,-0.013230937403514734,-0.8922841294316539,0.9048215190213851,3.8665957037343075,-0.8829041997817445,2.206743987114122,3.3284102101408304,-0.48135390647096554,1.1577454505043852,-1.0160397313174188,1
-0.6226885394054381,-1.1100691798294118,-0.5029528177767739,-0.8263084675589932,-0.8922841294316539,0.21060873248448386,-1.2800304686419393,0.8529194534168617,-1.2476959657855518,-0.34083743278702494,-0.7391085358746027,-0.6465462202466564,0.9842134802183166,0
-0.9535382368249096,0.9008447564985756,-0.5029528177767739,0.21264120218073135,-0.7273619195681236,0.9048215190213851,3.858677817315267,0.8529194534168617,1.1861902984051806,2.411098299408866,-0.48135390647096554,1.1577454505043852,-1.0160397313174188,1
-0.6226885394054381,-1.1100691798294118,0.8491920458582486,0.02641015155847682,-0.8922841294316539,0.9048215190213851,3.7082379753534997,-0.3042963153822091,0.5617725809714205,2.9844182436163442,-0.7391085358746027,0.4241323536056101,-1.0160397313174188,1
-1.1189630855346453,-1.1100691798294118,-1.1790252495942852,-0.8210611214040496,-0.8922841294316539,-1.1778168405893186,-0.7930804538709559,1.431527337816397,2.2604573391514347,2.0671063328843804,-0.7391085358746027,-0.13103431431778734,-1.0160397313174188,1
-0.7881133881151738,0.9008447564985756,0.8491920458582486,-0.8209989490562423,-0.8922841294316539,0.21060873248448386,-1.29586624148002,0.8529194534168617,-0.5662078118121464,-0.45550142162852036,-0.7391085358746027,-0.507754553265807,-1.0160397313174188,0
-0.6226885394054381,-1.1100691798294118,-0.5029528177767739,-0.015730265785371792,-0.7273619195681236,0.9048215190213851,3.629059111163096,-0.3042963153822091,-0.34128315015589944,3.0990822324578393,-0.7391085358746027,1.336191879479763,-1.0160397313174188,1
-1.1189630855346453,-1.1100691798294118,-0.5029528177767739,-0.812356992711015,-0.8922841294316539,-0.4836040540524173,-0.8841361476899203,-0.8829041997817445,0.6154859330087332,1.493786388676903,-0.9968631652782398,-1.5784331271180736,-1.0160397313174188,1
-1.1189630855346453,0.9008447564985756,0.8491920458582486,-0.8139734737540072,-0.8922841294316539,0.21060873248448386,-1.2008516044515354,0.27431156901732634,0.03806739860762128,-0.11150945510403396,-0.7391085358746027,-0.8646474112165625,-1.0160397313174188,1
-0.45726369069570244,0.9008447564985756,-0.5029528177767739,0.8024702658294357,-0.7273619195681236,0.9048215190213851,3.5498802469726924,1.431527337816397,-1.4726206274417986,0.9204664444694253,-0.9968631652782398,-0.9241295542083551,0.9842134802183166,0
-0.2918388419859667,0.9008447564985756,-0.5029528177767739,0.4268249403771882,-0.5624397097045931,0.9048215190213851,3.399440405010925,-0.3042963153822091,1.0619781718188952,1.493786388676903,-0.7391085358746027,0.9594716405317433,-1.0160397313174188,1
-0.45726369069570244,-1.1100691798294118,0.8491920458582486,3.5785899401249917,-0.3975174998410627,0.9048215190213851,2.322607852021433,-1.4615120841812799,0.9545514677442697,-0.7994933881530069,-0.7391085358746027,-1.3008497931563747,0.9842134802183166,0
-0.2918388419859667,-1.1100691798294118,-1.1790252495942852,3.491063708881749,-0.7273619195681236,-1.1778168405893186,-0.2823767798428515,0.27431156901732634,0.8336964256603163,-1.3728133323604843,-0.48135390647096554,0.721543068564573,-1.0160397313174188,0
-1.1189630855346453,0.9008447564985756,-1.1790252495942852,-0.8103426086420557,-0.8922841294316539,0.21060873248448386,-1.1216727402611317,-0.8829041997817445,-1.1738401067342468,0.34714650026194804,-0.48135390647096554,-0.6465462202466564,-1.0160397313174188,1
-0.9535382368249096,-1.1100691798294118,-0.5029528177767739,-0.2667324683533647,-0.8922841294316539,0.9048215190213851,3.233164790211077,-0.8829041997817445,2.478667831803018,4.245722120872794,-0.9968631652782398,-0.5275819342630712,-1.0160397313174188,1
-0.6226885394054381,0.9008447564985756,0.8491920458582486,-0.028512900494571076,-0.3975174998410627,0.9048215190213851,3.233164790211077,-1.4615120841812799,1.1861902984051806,2.755090265933353,-0.7391085358746027,-1.0034390781974118,-1.0160397313174188,1
-0.45726369069570244,0.9008447564985756,-0.5029528177767739,0.13013849664032548,-0.23259528997753232,0.9048215190213851,3.233164790211077,-0.3042963153822091,1.9751051564532116,2.181770321725876,-0.48135390647096554,0.32499544861928914,-1.0160397313174188,1
-0.7881133881151738,-1.1100691798294118,0.8491920458582486,0.0807239146030123,-0.8922841294316539,0.9048215190213851,3.233164790211077,-1.4615120841812799,0.0011394690819689784,2.411098299408866,-0.48135390647096554,-0.606891458252128,-1.0160397313174188,1
-0.2918388419859667,0.9008447564985756,-0.5029528177767739,-0.05988506719817982,-0.06767308011400192,0.9048215190213851,3.233164790211077,0.27431156901732634,2.344384451709736,2.9844182436163442,-0.9968631652782398,-0.32930812429042927,-1.0160397313174188,1
-0.6226885394054381,-1.1100691798294118,0.8491920458582486,-0.8111881525722362,-0.8922841294316539,0.21060873248448386,-1.1216727402611317,1.431527337816397,0.5651296654737524,0.34714650026194804,-0.7391085358746027,-0.03189740933146638,-1.0160397313174188,1
-0.2918388419859667,0.9008447564985756,-0.5029528177767739,3.4937619887765896,-0.06767308011400192,-1.1778168405893186,1.649587506403001,1.431527337816397,-1.049627980147961,-0.9141573769945024,-0.48135390647096554,1.0189537835235358,0.9842134802183166,0
